					},
					[""Right Leg""] = {
						CFrame = CFrame.new(-0.392, -0.067, -0.572) * CFrame.Angles(math.rad(165.757), math.rad(-81.303), math.rad(-166.616)),
					},
					[""Left Arm""] = {
						CFrame = CFrame.new(0.088, -0.304, -0.111) * CFrame.Angles(math.rad(-26.012), math.rad(24.866), math.rad(-58.957)),
					},
					[""Right Arm""] = {
						CFrame = CFrame.new(1.646, -0.097, -0.58) * CFrame.Angles(math.rad(-98.549), math.rad(-64.515), math.rad(138.369)),
					},
					[""Head""] = {
						CFrame = CFrame.new(0, 0, 0.017) * CFrame.Angles(math.rad(-51.165), math.rad(19.652), math.rad(-79.068)),
					},
				},
			},
		},
		[1.267] = {
			[""HumanoidRootPart""] = {
				[""Torso""] = {
					CFrame = CFrame.new(0.601, -0.294, -0.714) * CFrame.Angles(math.rad(31.57), math.rad(46.983), math.rad(76.261)),
					[""Left Leg""] = {
						CFrame = CFrame.new(-1.085, 1.16, -0.242) * CFrame.Angles(math.rad(-74.886), math.rad(-30.653), math.rad(-81.532)),
					},
					[""Right Leg""] = {
						CFrame = CFrame.new(-0.391, -0.067, -0.575) * CFrame.Angles(math.rad(165.585), math.rad(-81.016), math.rad(-167.246)),
					},
					[""Left Arm""] = {
						CFrame = CFrame.new(0.088, -0.304, -0.111) * CFrame.Angles(math.rad(-26.012), math.rad(24.866), math.rad(-58.957)),
					},
					[""Right Arm""] = {
						CFrame = CFrame.new(1.647, -0.091, -0.588) * CFrame.Angles(math.rad(-98.434), math.rad(-64.515), math.rad(138.541)),
					},
					[""Head""] = {
						CFrame = CFrame.new(0, 0, 0.017) * CFrame.Angles(math.rad(-51.222), math.rad(19.538), math.rad(-79.527)),
					},
				},
			},
		},
		[1.283] = {
			[""HumanoidRootPart""] = {
				[""Torso""] = {
					CFrame = CFrame.new(0.604, -0.288, -0.714) * CFrame.Angles(math.rad(30.997), math.rad(47.269), math.rad(76.948)),
					[""Left Leg""] = {
						CFrame = CFrame.new(-1.082, 1.168, -0.268) * CFrame.Angles(math.rad(-75.459), math.rad(-30.367), math.rad(-81.532)),
					},
					[""Right Leg""] = {
						CFrame = CFrame.new(-0.391, -0.068, -0.577) * CFrame.Angles(math.rad(165.47), math.rad(-80.672), math.rad(-167.877)),
					},
					[""Left Arm""] = {
						CFrame = CFrame.new(0.088, -0.304, -0.111) * CFrame.Angles(math.rad(-26.012), math.rad(24.866), math.rad(-58.957)),
					},
					[""Right Arm""] = {
						CFrame = CFrame.new(1.647, -0.084, -0.598) * CFrame.Angles(math.rad(-98.262), math.rad(-64.515), math.rad(138.77)),
					},
					[""Head""] = {
						CFrame = CFrame.new(0, 0, 0.017) * CFrame.Angles(math.rad(-51.222), math.rad(19.366), math.rad(-80.099)),
					},
				},
			},
		},
		[1.3] = {
			[""HumanoidRootPart""] = {
				[""Torso""] = {
					CFrame = CFrame.new(0.608, -0.281, -0.714) * CFrame.Angles(math.rad(30.424), math.rad(47.613), math.rad(77.693)),
					[""Left Leg""] = {
						CFrame = CFrame.new(-1.078, 1.175, -0.292) * CFrame.Angles(math.rad(-76.089), math.rad(-29.966), math.rad(-81.704)),
					},
					[""Right Leg""] = {
						CFrame = CFrame.new(-0.39, -0.068, -0.581) * CFrame.Angles(math.rad(165.413), math.rad(-80.329), math.rad(-168.45)),
					},
					[""Left Arm""] = {
						CFrame = CFrame.new(0.088, -0.304, -0.111) * CFrame.Angles(math.rad(-26.012), math.rad(24.866), math.rad(-58.957)),
					},
					[""Right Arm""] = {
						CFrame = CFrame.new(1.647, -0.076, -0.608) * CFrame.Angles(math.rad(-98.148), math.rad(-64.515), math.rad(138.942)),
					},
					[""Head""] = {
						CFrame = CFrame.new(0, 0, 0.017) * CFrame.Angles(math.rad(-51.222), math.rad(19.251), math.rad(-80.73)),
					},
				},
			},
		},
		[1.317] = {
			[""HumanoidRootPart""] = {
				[""Torso""] = {
					CFrame = CFrame.new(0.611, -0.272, -0.715) * CFrame.Angles(math.rad(29.679), math.rad(48.014), math.rad(78.667)),
					[""Left Leg""] = {
						CFrame = CFrame.new(-1.073, 1.181, -0.314) * CFrame.Angles(math.rad(-76.834), math.rad(-29.507), math.rad(-82.048)),
					},
					[""Right Leg""] = {
						CFrame = CFrame.new(-0.389, -0.069, -0.584) * CFrame.Angles(math.rad(165.47), math.rad(-79.813), math.rad(-169.023)),
					},
					[""Left Arm""] = {
						CFrame = CFrame.new(0.088, -0.304, -0.111) * CFrame.Angles(math.rad(-26.012), math.rad(24.866), math.rad(-58.957)),
					},
					[""Right Arm""] = {
						CFrame = CFrame.new(1.647, -0.069, -0.619) * CFrame.Angles(math.rad(-97.976), math.rad(-64.515), math.rad(139.229)),
					},
					[""Head""] = {
						CFrame = CFrame.new(0, 0, 0.017) * CFrame.Angles(math.rad(-51.28), math.rad(19.137), math.rad(-81.417)),
					},
				},
			},
		},
		[1.333] = {
			[""HumanoidRootPart""] = {
				[""Torso""] = {
					CFrame = CFrame.new(0.615, -0.263, -0.715) * CFrame.Angles(math.rad(28.877), math.rad(48.415), math.rad(79.756)),
					[""Left Leg""] = {
						CFrame = CFrame.new(-1.066, 1.187, -0.335) * CFrame.Angles(math.rad(-77.693), math.rad(-29.049), math.rad(-82.621)),
					},
					[""Right Leg""] = {
						CFrame = CFrame.new(-0.388, -0.07, -0.589) * CFrame.Angles(math.rad(165.642), math.rad(-79.297), math.rad(-169.596)),
					},
					[""Left Arm""] = {
						CFrame = CFrame.new(0.088, -0.304, -0.111) * CFrame.Angles(math.rad(-25.955), math.rad(24.809), math.rad(-58.9)),
					},
					[""Right Arm""] = {
						CFrame = CFrame.new(1.647, -0.06, -0.632) * CFrame.Angles(math.rad(-97.804), math.rad(-64.515), math.rad(139.458)),
					},
					[""Head""] = {
						CFrame = CFrame.new(0, 0, 0.017) * CFrame.Angles(math.rad(-51.28), math.rad(19.079), math.rad(-82.277)),
					},
				},
			},
		},
		[1.35] = {
			[""HumanoidRootPart""] = {
				[""Torso""] = {
					CFrame = CFrame.new(0.62, -0.253, -0.715) * CFrame.Angles(math.rad(27.903), math.rad(48.873), math.rad(81.016)),
					[""Left Leg""] = {
						CFrame = CFrame.new(-1.058, 1.193, -0.354) * CFrame.Angles(math.rad(-78.61), math.rad(-28.476), math.rad(-83.423)),
					},
					[""Right Leg""] = {
						CFrame = CFrame.new(-0.387, -0.07, -0.594) * CFrame.Angles(math.rad(165.929), math.rad(-78.667), math.rad(-170.168)),
					},
					[""Left Arm""] = {
						CFrame = CFrame.new(0.088, -0.304, -0.111) * CFrame.Angles(math.rad(-25.955), math.rad(24.809), math.rad(-58.9)),
					},
					[""Right Arm""] = {
						CFrame = CFrame.new(1.647, -0.051, -0.646) * CFrame.Angles(math.rad(-97.575), math.rad(-64.515), math.rad(139.744)),
					},
					[""Head""] = {
						CFrame = CFrame.new(0, 0, 0.017) * CFrame.Angles(math.rad(-51.337), math.rad(18.965), math.rad(-83.193)),
					},
				},
			},
		},
		[1.367] = {
			[""HumanoidRootPart""] = {
				[""Torso""] = {
					CFrame = CFrame.new(0.64, -0.218, -0.715) * CFrame.Angles(math.rad(22.632), math.rad(51.051), math.rad(87.892)),
					[""Left Leg""] = {
						CFrame = CFrame.new(-0.996, 1.191, -0.526) * CFrame.Angles(math.rad(-83.938), math.rad(-25.153), math.rad(-82.048)),
					},
					[""Right Leg""] = {
						CFrame = CFrame.new(-0.355, -0.045, -0.576) * CFrame.Angles(math.rad(166.158), math.rad(-77.349), math.rad(-176.471)),
					},
					[""Left Arm""] = {
						CFrame = CFrame.new(0.173, -0.405, -0.112) * CFrame.Angles(math.rad(-25.096), math.rad(23.205), math.rad(-59.473)),
					},
					[""Right Arm""] = {
						CFrame = CFrame.new(1.649, 0.037, -0.753) * CFrame.Angles(math.rad(-89.782), math.rad(-65.145), math.rad(149.37)),
					},
					[""Head""] = {
						CFrame = CFrame.new(0, 0, 0.017) * CFrame.Angles(math.rad(-51.566), math.rad(18.908), math.rad(-88.064)),
					},
				},
			},
		},
		[1.383] = {
			[""HumanoidRootPart""] = {
				[""Torso""] = {
					CFrame = CFrame.new(0.662, -0.259, -0.716) * CFrame.Angles(math.rad(12.605), math.rad(53.572), math.rad(100.611)),
					[""Left Leg""] = {
						CFrame = CFrame.new(-0.885, 1.08, -0.726) * CFrame.Angles(math.rad(-92.762), math.rad(-18.22), math.rad(-77.693)),
					},
					[""Right Leg""] = {
						CFrame = CFrame.new(-0.28, 0.017, -0.496) * CFrame.Angles(math.rad(161.46), math.rad(-77.063), math.rad(165.986)),
					},
					[""Left Arm""] = {
						CFrame = CFrame.new(0.332, -0.592, -0.119) * CFrame.Angles(math.rad(-23.606), math.rad(19.366), math.rad(-60.791)),
					},
					[""Right Arm""] = {
						CFrame = CFrame.new(1.652, 0.201, -0.938) * CFrame.Angles(math.rad(-75.115), math.rad(-64.744), math.rad(167.304)),
					},
					[""Head""] = {
						CFrame = CFrame.new(0, 0, 0.017) * CFrame.Angles(math.rad(-51.91), math.rad(18.908), math.rad(-96.085)),
					},
				},
			},
		},
		[1.4] = {
			[""HumanoidRootPart""] = {
				[""Torso""] = {
					CFrame = CFrame.new(0.667, -0.57, -0.715) * CFrame.Angles(math.rad(6.704), math.rad(54.202), math.rad(107.831)),
					[""Left Leg""] = {
						CFrame = CFrame.new(-0.893, 0.88, -0.769) * CFrame.Angles(math.rad(-99.58), math.rad(-14.152), math.rad(-68.067)),
					},
					[""Right Leg""] = {
						CFrame = CFrame.new(-0.182, 0.084, -0.344) * CFrame.Angles(math.rad(135.505), math.rad(-79.183), math.rad(128.228)),
					},
					[""Left Arm""] = {
						CFrame = CFrame.new(0.419, -0.693, -0.142) * CFrame.Angles(math.rad(-23.033), math.rad(14.782), math.rad(-62.223)),
					},
					[""Right Arm""] = {
						CFrame = CFrame.new(1.652, 0.312, -1.037) * CFrame.Angles(math.rad(-67.781), math.rad(-63.77), math.rad(176.414)),
					},
					[""Head""] = {
						CFrame = CFrame.new(0, 0, 0.017) * CFrame.Angles(math.rad(-52.025), math.rad(18.736), math.rad(-100.382)),
					},
				},
			},
		},
		[1.417] = {
			[""HumanoidRootPart""] = {
				[""Torso""] = {
					CFrame = CFrame.new(0.639, -1.361, -0.694) * CFrame.Angles(math.rad(15.986), math.rad(50.936), math.rad(97.747)),
					[""Left Leg""] = {
						CFrame = CFrame.new(-0.976, 0.777, -0.264) * CFrame.Angles(math.rad(-97.689), math.rad(-25.096), math.rad(-64.859)),
					},
					[""Right Leg""] = {
						CFrame = CFrame.new(-0.065, 0.158, -0.122) * CFrame.Angles(math.rad(75.974), math.rad(-78.266), math.rad(62.51)),
					},
					[""Left Arm""] = {
						CFrame = CFrame.new(0.371, -0.691, -0.199) * CFrame.Angles(math.rad(-23.892), math.rad(10.313), math.rad(-63.713)),
					},
					[""Right Arm""] = {
						CFrame = CFrame.new(1.598, 0.347, -0.926) * CFrame.Angles(math.rad(-77.922), math.rad(-64.057), math.rad(166.215)),
					},
					[""Head""] = {
						CFrame = CFrame.new(0, 0, 0.017) * CFrame.Angles(math.rad(-49.504), math.rad(19.595), math.rad(-94.595)),
					},
				},
			},
		},
		[1.433] = {
			[""HumanoidRootPart""] = {
				[""Torso""] = {
					CFrame = CFrame.new(0.525, -2.724, -0.662) * CFrame.Angles(math.rad(33.002), math.rad(39.649), math.rad(78.782)),
					[""Left Leg""] = {
						CFrame = CFrame.new(-1.06, 0.552, -0.003) * CFrame.Angles(math.rad(-78.323), math.rad(-47.04), math.rad(-45.722)),
					},
					[""Right Leg""] = {
						CFrame = CFrame.new(0.07, 0.257, 0.125) * CFrame.Angles(math.rad(36.326), math.rad(-69.442), math.rad(20.626)),
					},
					[""Left Arm""] = {
						CFrame = CFrame.new(0.253, -0.687, -0.284) * CFrame.Angles(math.rad(-25.382), math.rad(6.245), math.rad(-65.088)),
					},
					[""Right Arm""] = {
						CFrame = CFrame.new(1.474, 0.369, -0.662) * CFrame.Angles(math.rad(-101.184), math.rad(-61.478), math.rad(142.896)),
					},
					[""Head""] = {
						CFrame = CFrame.new(0, 0, 0.017) * CFrame.Angles(math.rad(-43.946), math.rad(23.09), math.rad(-80.099)),
					},
				},
			},
		},
		[1.45] = {
			[""HumanoidRootPart""] = {
				[""Torso""] = {
					CFrame = CFrame.new(0.311, -4.648, -0.653) * CFrame.Angles(math.rad(44.92), math.rad(22.231), math.rad(64.286)),
					[""Left Leg""] = {
						CFrame = CFrame.new(-1.094, 0.233, 0.183) * CFrame.Angles(math.rad(-32.773), math.rad(-59.244), math.rad(-6.073)),
					},
					[""Right Leg""] = {
						CFrame = CFrame.new(0.207, 0.374, 0.338) * CFrame.Angles(math.rad(18.163), math.rad(-59.817), math.rad(1.948)),
					},
					[""Left Arm""] = {
						CFrame = CFrame.new(0.113, -0.682, -0.375) * CFrame.Angles(math.rad(-27.044), math.rad(2.979), math.rad(-66.291)),
					},
					[""Right Arm""] = {
						CFrame = CFrame.new(1.328, 0.382, -0.349) * CFrame.Angles(math.rad(-121.238), math.rad(-53.743), math.rad(122.728)),
					},
					[""Head""] = {
						CFrame = CFrame.new(0, 0, 0.017) * CFrame.Angles(math.rad(-38.56), math.rad(29.049), math.rad(-62.109)),
					},
				},
			},
		},
		[1.467] = {
			[""HumanoidRootPart""] = {
				[""Torso""] = {
					CFrame = CFrame.new(0.097, -7.157, -0.673) * CFrame.Angles(math.rad(50.478), math.rad(6.761), math.rad(56.15)),
					[""Left Leg""] = {
						CFrame = CFrame.new(-1.048, -0.028, 0.289) * CFrame.Angles(math.rad(5.157), math.rad(-54.488), math.rad(25.267)),
					},
					[""Right Leg""] = {
						CFrame = CFrame.new(0.308, 0.476, 0.474) * CFrame.Angles(math.rad(7.85), math.rad(-53.743), math.rad(-8.136)),
					},
					[""Left Arm""] = {
						CFrame = CFrame.new(-0.005, -0.678, -0.448) * CFrame.Angles(math.rad(-28.419), math.rad(0.745), math.rad(-67.208)),
					},
					[""Right Arm""] = {
						CFrame = CFrame.new(1.206, 0.388, -0.088) * CFrame.Angles(math.rad(-131.838), math.rad(-45.321), math.rad(112.013)),
					},
					[""Head""] = {
						CFrame = CFrame.new(0, 0, 0.017) * CFrame.Angles(math.rad(-35.695), math.rad(34.836), math.rad(-47.04)),
					},
				},
			},
		},
		[1.483] = {
			[""HumanoidRootPart""] = {
				[""Torso""] = {
					CFrame = CFrame.new(0.006, -10.392, -0.687) * CFrame.Angles(math.rad(52.082), math.rad(0.401), math.rad(53.4)),
					[""Left Leg""] = {
						CFrame = CFrame.new(-1.013, -0.14, 0.325) * CFrame.Angles(math.rad(16.215), math.rad(-50.363), math.rad(33.346)),
					},
					[""Right Leg""] = {
						CFrame = CFrame.new(0.347, 0.52, 0.521) * CFrame.Angles(math.rad(3.896), math.rad(-51.681), math.rad(-11.746)),
					},
					[""Left Arm""] = {
						CFrame = CFrame.new(-0.055, -0.676, -0.477) * CFrame.Angles(math.rad(-28.992), math.rad(-0.057), math.rad(-67.552)),
					},
					[""Right Arm""] = {
						CFrame = CFrame.new(1.156, 0.389, 0.021) * CFrame.Angles(math.rad(-135.161), math.rad(-41.539), math.rad(108.69)),
					},
					[""Head""] = {
						CFrame = CFrame.new(0, 0, 0.017) * CFrame.Angles(math.rad(-35.008), math.rad(37.242), math.rad(-40.852)),
					},
				},
			},
		},
		[1.5] = {
			[""HumanoidRootPart""] = {
				[""Torso""] = {
					CFrame = CFrame.new(0.006, -25.314, -0.687) * CFrame.Angles(math.rad(52.082), math.rad(0.401), math.rad(53.4)),
					[""Left Leg""] = {
						CFrame = CFrame.new(-1.007, -0.16, 0.334) * CFrame.Angles(math.rad(16.329), math.rad(-50.306), math.rad(33.403)),
					},
					[""Right Leg""] = {
						CFrame = CFrame.new(0.347, 0.52, 0.521) * CFrame.Angles(math.rad(3.896), math.rad(-51.681), math.rad(-11.746)),
					},
					[""Left Arm""] = {
						CFrame = CFrame.new(-0.055, -0.676, -0.477) * CFrame.Angles(math.rad(-28.992), math.rad(-0.057), math.rad(-67.552)),
					},
					[""Right Arm""] = {
						CFrame = CFrame.new(1.156, 0.389, 0.021) * CFrame.Angles(math.rad(-135.161), math.rad(-41.539), math.rad(108.69)),
					},
					[""Head""] = {
						CFrame = CFrame.new(0, 0, 0.017) * CFrame.Angles(math.rad(-34.893), math.rad(37.185), math.rad(-40.909)),
					},
				},
			},
		},
		[1.517] = {
			[""HumanoidRootPart""] = {
				[""Torso""] = {
					CFrame = CFrame.new(0.006, -55.614, -0.687) * CFrame.Angles(math.rad(52.082), math.rad(0.401), math.rad(53.4)),
					[""Left Leg""] = {
						CFrame = CFrame.new(-1, -0.18, 0.343) * CFrame.Angles(math.rad(16.387), math.rad(-50.306), math.rad(33.403)),
					},
					[""Right Leg""] = {
						CFrame = CFrame.new(0.347, 0.52, 0.521) * CFrame.Angles(math.rad(3.896), math.rad(-51.681), math.rad(-11.746)),
					},
					[""Left Arm""] = {
						CFrame = CFrame.new(-0.055, -0.676, -0.477) * CFrame.Angles(math.rad(-28.992), math.rad(-0.057), math.rad(-67.552)),
					},
					[""Right Arm""] = {
						CFrame = CFrame.new(1.156, 0.389, 0.021) * CFrame.Angles(math.rad(-135.161), math.rad(-41.539), math.rad(108.69)),
					},
					[""Head""] = {
						CFrame = CFrame.new(0, 0, 0.017) * CFrame.Angles(math.rad(-34.836), math.rad(37.128), math.rad(-41.024)),
					},
				},
			},
		},
		[1.533] = {
			[""HumanoidRootPart""] = {
				[""Torso""] = {
					CFrame = CFrame.new(0.006, -90.554, -0.687) * CFrame.Angles(math.rad(52.082), math.rad(0.401), math.rad(53.4)),
					[""Left Leg""] = {
						CFrame = CFrame.new(-0.994, -0.2, 0.351) * CFrame.Angles(math.rad(16.501), math.rad(-50.306), math.rad(33.461)),
					},
					[""Right Leg""] = {
						CFrame = CFrame.new(0.347, 0.52, 0.521) * CFrame.Angles(math.rad(3.896), math.rad(-51.681), math.rad(-11.746)),
					},
					[""Left Arm""] = {
						CFrame = CFrame.new(-0.055, -0.676, -0.477) * CFrame.Angles(math.rad(-28.992), math.rad(-0.057), math.rad(-67.552)),
					},
					[""Right Arm""] = {
						CFrame = CFrame.new(1.156, 0.389, 0.021) * CFrame.Angles(math.rad(-135.161), math.rad(-41.539), math.rad(108.69)),
					},
					[""Head""] = {
						CFrame = CFrame.new(0, 0, 0.017) * CFrame.Angles(math.rad(-34.721), math.rad(37.013), math.rad(-41.081)),
					},
				},
			},
		},
		[1.55] = {
			[""HumanoidRootPart""] = {
				[""Torso""] = {
					CFrame = CFrame.new(0.006, -119.392, -0.687) * CFrame.Angles(math.rad(52.082), math.rad(0.401), math.rad(53.4)),
					[""Left Leg""] = {
						CFrame = CFrame.new(-0.988, -0.218, 0.36) * CFrame.Angles(math.rad(16.616), math.rad(-50.248), math.rad(33.461)),
					},
					[""Right Leg""] = {
						CFrame = CFrame.new(0.347, 0.52, 0.521) * CFrame.Angles(math.rad(3.896), math.rad(-51.681), math.rad(-11.746)),
					},
					[""Left Arm""] = {
						CFrame = CFrame.new(-0.055, -0.676, -0.477) * CFrame.Angles(math.rad(-28.992), math.rad(-0.057), math.rad(-67.552)),
					},
					[""Right Arm""] = {
						CFrame = CFrame.new(1.156, 0.389, 0.021) * CFrame.Angles(math.rad(-135.161), math.rad(-41.539), math.rad(108.69)),
					},
					[""Head""] = {
						CFrame = CFrame.new(0, 0, 0.017) * CFrame.Angles(math.rad(-34.607), math.rad(36.956), math.rad(-41.138)),
					},
				},
			},
		},
		[1.567] = {
			[""HumanoidRootPart""] = {
				[""Torso""] = {
					CFrame = CFrame.new(0.006, -131.392, -0.687) * CFrame.Angles(math.rad(52.082), math.rad(0.401), math.rad(53.4)),
					[""Left Leg""] = {
						CFrame = CFrame.new(-0.982, -0.236, 0.368) * CFrame.Angles(math.rad(16.673), math.rad(-50.248), math.rad(33.518)),
					},
					[""Right Leg""] = {
						CFrame = CFrame.new(0.347, 0.52, 0.521) * CFrame.Angles(math.rad(3.896), math.rad(-51.681), math.rad(-11.746)),
					},
					[""Left Arm""] = {
						CFrame = CFrame.new(-0.055, -0.676, -0.477) * CFrame.Angles(math.rad(-28.992), math.rad(-0.057), math.rad(-67.552)),
					},
					[""Right Arm""] = {
						CFrame = CFrame.new(1.156, 0.389, 0.021) * CFrame.Angles(math.rad(-135.161), math.rad(-41.539), math.rad(108.69)),
					},
					[""Head""] = {
						CFrame = CFrame.new(0, 0, 0.017) * CFrame.Angles(math.rad(-34.492), math.rad(36.898), math.rad(-41.196)),
					},
				},
			},
		},
		[1.583] = {
			[""HumanoidRootPart""] = {
				[""Torso""] = {
					CFrame = CFrame.new(0.006, -131.392, 999.313) * CFrame.Angles(math.rad(52.082), math.rad(0.401), math.rad(53.4)),
					[""Left Leg""] = {
						CFrame = CFrame.new(-0.976, -0.253, 0.375) * CFrame.Angles(math.rad(16.788), math.rad(-50.191), math.rad(33.518)),
					},
					[""Right Leg""] = {
						CFrame = CFrame.new(0.347, 0.52, 0.521) * CFrame.Angles(math.rad(3.896), math.rad(-51.681), math.rad(-11.746)),
					},
					[""Left Arm""] = {
						CFrame = CFrame.new(-0.055, -0.676, -0.477) * CFrame.Angles(math.rad(-28.992), math.rad(-0.057), math.rad(-67.552)),
					},
					[""Right Arm""] = {
						CFrame = CFrame.new(1.156, 0.389, 0.021) * CFrame.Angles(math.rad(-135.161), math.rad(-41.539), math.rad(108.69)),
					},
					[""Head""] = {
						CFrame = CFrame.new(0, 0, 0.017) * CFrame.Angles(math.rad(-34.377), math.rad(36.784), math.rad(-41.253)),
					},
				},
			},
		},
		[1.6] = {
			[""HumanoidRootPart""] = {
				[""Torso""] = {
					CFrame = CFrame.new(0.006, -131.392, 999.313) * CFrame.Angles(math.rad(52.082), math.rad(0.401), math.rad(53.4)),
					[""Left Leg""] = {
						CFrame = CFrame.new(-0.97, -0.27, 0.383) * CFrame.Angles(math.rad(16.845), math.rad(-50.191), math.rad(33.518)),
					},
					[""Right Leg""] = {
						CFrame = CFrame.new(0.347, 0.52, 0.521) * CFrame.Angles(math.rad(3.896), math.rad(-51.681), math.rad(-11.746)),
					},
					[""Left Arm""] = {
						CFrame = CFrame.new(-0.055, -0.676, -0.477) * CFrame.Angles(math.rad(-28.992), math.rad(-0.057), math.rad(-67.552)),
					},
					[""Right Arm""] = {
						CFrame = CFrame.new(1.156, 0.389, 0.021) * CFrame.Angles(math.rad(-135.161), math.rad(-41.539), math.rad(108.69)),
					},
					[""Head""] = {
						CFrame = CFrame.new(0, 0, 0.017) * CFrame.Angles(math.rad(-34.263), math.rad(36.727), math.rad(-41.31)),
					},
				},
			},
		},
		[1.617] = {
			[""HumanoidRootPart""] = {
				[""Torso""] = {
					CFrame = CFrame.new(0.006, -131.392, 999.313) * CFrame.Angles(math.rad(52.082), math.rad(0.401), math.rad(53.4)),
					[""Left Leg""] = {
						CFrame = CFrame.new(-0.965, -0.286, 0.39) * CFrame.Angles(math.rad(16.96), math.rad(-50.134), math.rad(33.575)),
					},
					[""Right Leg""] = {
						CFrame = CFrame.new(0.347, 0.52, 0.521) * CFrame.Angles(math.rad(3.896), math.rad(-51.681), math.rad(-11.746)),
					},
					[""Left Arm""] = {
						CFrame = CFrame.new(-0.055, -0.676, -0.477) * CFrame.Angles(math.rad(-28.992), math.rad(-0.057), math.rad(-67.552)),
					},
					[""Right Arm""] = {
						CFrame = CFrame.new(1.156, 0.389, 0.021) * CFrame.Angles(math.rad(-135.161), math.rad(-41.539), math.rad(108.69)),
					},
					[""Head""] = {
						CFrame = CFrame.new(0, 0, 0.017) * CFrame.Angles(math.rad(-34.148), math.rad(36.669), math.rad(-41.368)),
					},
				},
			},
		},
		[1.633] = {
			[""HumanoidRootPart""] = {
				[""Torso""] = {
					CFrame = CFrame.new(0.006, -131.392, 999.313) * CFrame.Angles(math.rad(52.082), math.rad(0.401), math.rad(53.4)),
					[""Left Leg""] = {
						CFrame = CFrame.new(-0.96, -0.302, 0.397) * CFrame.Angles(math.rad(17.017), math.rad(-50.134), math.rad(33.575)),
					},
					[""Right Leg""] = {
						CFrame = CFrame.new(0.347, 0.52, 0.521) * CFrame.Angles(math.rad(3.896), math.rad(-51.681), math.rad(-11.746)),
					},
					[""Left Arm""] = {
						CFrame = CFrame.new(-0.055, -0.676, -0.477) * CFrame.Angles(math.rad(-28.992), math.rad(-0.057), math.rad(-67.552)),
					},
					[""Right Arm""] = {
						CFrame = CFrame.new(1.156, 0.389, 0.021) * CFrame.Angles(math.rad(-135.161), math.rad(-41.539), math.rad(108.69)),
					},
					[""Head""] = {
						CFrame = CFrame.new(0, 0, 0.017) * CFrame.Angles(math.rad(-34.034), math.rad(36.555), math.rad(-41.425)),
					},
				},
			},
		},
		[1.65] = {
			[""HumanoidRootPart""] = {
				[""Torso""] = {
					CFrame = CFrame.new(0.006, -131.392, 999.313) * CFrame.Angles(math.rad(52.082), math.rad(0.401), math.rad(53.4)),
					[""Left Leg""] = {
						CFrame = CFrame.new(-0.955, -0.317, 0.404) * CFrame.Angles(math.rad(17.131), math.rad(-50.134), math.rad(33.633)),
					},
					[""Right Leg""] = {
						CFrame = CFrame.new(0.347, 0.52, 0.521) * CFrame.Angles(math.rad(3.896), math.rad(-51.681), math.rad(-11.746)),
					},
					[""Left Arm""] = {
						CFrame = CFrame.new(-0.055, -0.676, -0.477) * CFrame.Angles(math.rad(-28.992), math.rad(-0.057), math.rad(-67.552)),
					},
					[""Right Arm""] = {
						CFrame = CFrame.new(1.156, 0.389, 0.021) * CFrame.Angles(math.rad(-135.161), math.rad(-41.539), math.rad(108.69)),
					},
					[""Head""] = {
						CFrame = CFrame.new(0, 0, 0.017) * CFrame.Angles(math.rad(-33.919), math.rad(36.497), math.rad(-41.539)),
					},
				},
			},
		},
		[1.667] = {
			[""HumanoidRootPart""] = {
				[""Torso""] = {
					CFrame = CFrame.new(0.006, -131.392, 999.313) * CFrame.Angles(math.rad(52.082), math.rad(0.401), math.rad(53.4)),
					[""Left Leg""] = {
						CFrame = CFrame.new(-0.95, -0.331, 0.41) * CFrame.Angles(math.rad(17.189), math.rad(-50.077), math.rad(33.633)),
					},
					[""Right Leg""] = {
						CFrame = CFrame.new(0.347, 0.52, 0.521) * CFrame.Angles(math.rad(3.896), math.rad(-51.681), math.rad(-11.746)),
					},
					[""Left Arm""] = {
						CFrame = CFrame.new(-0.055, -0.676, -0.477) * CFrame.Angles(math.rad(-28.992), math.rad(-0.057), math.rad(-67.552)),
					},
					[""Right Arm""] = {
						CFrame = CFrame.new(1.156, 0.389, 0.021) * CFrame.Angles(math.rad(-135.161), math.rad(-41.539), math.rad(108.69)),
					},
					[""Head""] = {
						CFrame = CFrame.new(0, 0, 0.017) * CFrame.Angles(math.rad(-33.805), math.rad(36.383), math.rad(-41.597)),
					},
				},
			},
		},
		[1.683] = {
			[""HumanoidRootPart""] = {
				[""Torso""] = {
					CFrame = CFrame.new(0.006, -131.392, 999.313) * CFrame.Angles(math.rad(52.082), math.rad(0.401), math.rad(53.4)),
					[""Left Leg""] = {
						CFrame = CFrame.new(-0.946, -0.345, 0.416) * CFrame.Angles(math.rad(17.246), math.rad(-50.077), math.rad(33.633)),
					},
					[""Right Leg""] = {
						CFrame = CFrame.new(0.347, 0.52, 0.521) * CFrame.Angles(math.rad(3.896), math.rad(-51.681), math.rad(-11.746)),
					},
					[""Left Arm""] = {
						CFrame = CFrame.new(-0.055, -0.676, -0.477) * CFrame.Angles(math.rad(-28.992), math.rad(-0.057), math.rad(-67.552)),
					},
					[""Right Arm""] = {
						CFrame = CFrame.new(1.156, 0.389, 0.021) * CFrame.Angles(math.rad(-135.161), math.rad(-41.539), math.rad(108.69)),
					},
					[""Head""] = {
